sample_index,macro_nmae,global_rel_l2,macro_mre_eq5,x_nmae,y_nmae,z_nmae,x_rel_l2,y_rel_l2,z_rel_l2,x_mre_eq5,y_mre_eq5,z_mre_eq5,x_curl_max,y_curl_max,z_curl_max,field_rms,curl_rms,theta,phi,abs_cos_theta,k_max,k_mean,kd_axis_max,kd_axis_mean,cell_min_m,cell_max_m,cell_anisotropy,max_abs_amp,max_abs_ez_amp,mean_abs_ez_amp,khat_z_abs
810,0.14694890131553015,0.3768051564693451,0.9481757879257202,0.2733301520347595,0.10606583952903748,0.061450712382793427,0.5843455791473389,0.2447739541530609,0.14597690105438232,1.171417236328125,0.9644966125488281,0.7086135149002075,4680.486328125,16432.68359375,25600.68359375,17.9468994140625,9523.7119140625,1.9660278297046474,2.6529221376485195,0.385021854885049,978.4333926535218,463.3692827252545,0.45891566426555513,0.21733459199037752,0.00047427333659433453,0.0007917089689916945,1.6693094633504049,9.499082527611826,9.499082527611826,2.9801993075471254,0.385021854885049
811,0.03711304999887943,0.20332269370555878,1.1148743033409119,0.022956473752856255,0.027002915740013123,0.06137976050376892,0.17588955163955688,0.15216101706027985,0.22901420295238495,1.1228787899017334,0.8497006297111511,1.372043490409851,28040.884765625,23856.994140625,7939.0048828125,8.508037567138672,4535.26171875,2.5033200934396125,-1.9820907097711504,0.8031261798287677,1041.6542380666024,496.09707150872873,0.3357701569766895,0.15991351591420416,0.0003876428343383218,0.0005902414007524739,1.5226423616470897,4.946273955266237,4.184348834261472,2.3658733129680196,0.8031261798287677
812,0.1609493928651015,0.6046819686889648,1.4562930862108867,0.041766710579395294,0.029715124517679214,0.41136634349823,0.13062411546707153,0.08724766224622726,0.9045101404190063,0.6534400582313538,0.5240682363510132,3.191370964050293,24146.62890625,20462.6640625,339.43658447265625,12.351798057556152,7803.7265625,3.0939280002185248,-2.3226243946513243,0.9988642554605771,987.519687959805,521.2150032870055,0.6218481880561176,0.3282128035860288,0.00036882587050524306,0.0007172365312728642,1.9446481080363052,4.811114591073623,0.29621462493213063,0.16675596608982285,0.9988642554605771
813,0.18723546713590622,0.6158661842346191,1.2347485820452373,0.05103352665901184,0.4609137773513794,0.04975909739732742,0.1662260740995407,0.8474703431129456,0.13917750120162964,0.9390762448310852,1.8220648765563965,0.94310462474823,33886.8359375,2262.9326171875,19024.447265625,19.598594665527344,9446.30078125,1.1677639584305846,1.7508152275625628,0.39220954384841017,977.0565955066526,441.4562136963468,0.527472265427755,0.2383238700771717,0.0005965214366120992,0.0007836261779465012,1.313659710868146,9.8497983056959,9.8497983056959,4.174946902995925,0.39220954384841017
814,0.10645719120899837,0.23503842949867249,0.6909797191619873,0.0923902615904808,0.08130072057247162,0.14568059146404266,0.19584350287914276,0.17533239722251892,0.3054467737674713,0.5046162605285645,0.532017707824707,1.0363051891326904,63596.703125,27665.646484375,16634.498046875,32.67966842651367,23048.34765625,1.0353853040801504,-1.8384220829659275,0.5101945862999671,1013.5691576624376,583.1680199667397,0.4336343143828164,0.24949621108388365,0.000515803338067705,0.0007251854968152735,1.405934090174664,9.426369949940984,9.426369949940984,5.402146284541285,0.5101945862999671
815,0.05406038463115692,0.16173824667930603,2.1008554697036743,0.0681569054722786,0.02970399707555771,0.06432025134563446,0.17925629019737244,0.09029772877693176,0.1942313313484192,1.2394908666610718,1.329458236694336,3.7336173057556152,17503.14453125,27159.197265625,8777.6279296875,15.537336349487305,8364.220703125,0.2693939209782739,-1.1535246091685436,0.963932379672371,1042.0259887630893,523.5216025112146,0.6452980957093201,0.32420256001886094,0.0005072155489813389,0.0006661565476469092,1.3133598703446252,4.973338808210832,1.1001564952079335,0.3699654947356515,0.963932379672371
816,0.08144290248552959,0.25401031970977783,0.8409897287686666,0.04981313645839691,0.06374135613441467,0.13077421486377716,0.1612687110900879,0.1947992593050003,0.3765013813972473,0.6861266493797302,0.4420320987701416,1.394810438156128,16678.470703125,15591.2001953125,2543.412109375,11.920066833496094,5797.5517578125,0.17910264787693006,1.476083152922869,0.984003949218836,994.4907083141466,461.99667067767575,0.45428849360419543,0.21104246607602956,0.0004356379285880248,0.0005229157290746154,1.2003448156350218,4.487041556727122,0.8456332512464292,0.47972016961839586,0.984003949218836
817,0.12627019733190536,0.40053796768188477,1.882975955804189,0.07491835206747055,0.10496671497821808,0.19892552495002747,0.2204809933900833,0.29074332118034363,0.5868362784385681,2.6044974327087402,0.8036381602287292,2.2407922744750977,26789.380859375,19649.080078125,2605.843017578125,9.722658157348633,7753.22607421875,0.7149473811645216,0.9175776910435678,0.7551277379911937,1000.1794235967144,496.85362857722555,0.3912508579666507,0.19435953577771814,0.0004355531388030786,0.0007513817398293668,1.7251207094826608,4.991207094047525,4.411384517958667,2.8540998996473412,0.7551277379911937
818,0.06813826970756054,0.2006329894065857,0.6793702840805054,0.030001793056726456,0.028672700747847557,0.1457403153181076,0.07825379818677902,0.07581139355897903,0.3002375066280365,0.5689972639083862,0.33004724979400635,1.1390663385391235,33192.21875,48869.046875,5297.009765625,24.37241554260254,17274.46484375,2.2628449343051464,0.5239319849191153,0.6381158257885573,1025.429703668174,618.6435156827008,0.4112213679626043,0.24809056329282814,0.00046464958910049097,0.0006015415502910336,1.2946133266910878,6.984794142782646,6.984794142782646,4.005569782756732,0.6381158257885573
819,0.1103331670165062,0.23417073488235474,1.6354908347129822,0.11388757824897766,0.1009058803319931,0.11620604246854782,0.24240685999393463,0.20114131271839142,0.2559816837310791,1.590453863143921,2.318720817565918,0.9972978234291077,22091.978515625,42973.90234375,40446.0546875,39.76239013671875,21759.09765625,1.4142996774302865,2.53728955695866,0.1558586326663248,1030.3701725132958,582.4378703784985,0.38680898278763376,0.21865171002433642,0.00046184598385725555,0.0005774109138728835,1.2502239578884073,21.260146364464287,21.260146364464287,7.967890220451913,0.1558586326663248
820,0.11063241958618164,0.5908281803131104,0.9680540760358175,0.040284473448991776,0.024407517164945602,0.26720526814460754,0.18251582980155945,0.11265377700328827,0.8070952892303467,0.6393792629241943,0.5945054888725281,1.67027747631073,27606.091796875,31296.146484375,2106.409912109375,7.529815196990967,6567.0244140625,2.503054346141135,-2.47012587219477,0.8029678168450559,977.4508197384439,542.0878541404804,0.36709964061957945,0.2035910681342104,0.00046772534626771535,0.0005741666591687768,1.227572257416507,4.765871039602973,4.057184435118067,2.5008356782274506,0.8029678168450559
821,0.041474162290493645,0.1386370211839676,0.8812283277511597,0.04061305522918701,0.02837992087006569,0.05542951077222824,0.13682815432548523,0.09312157332897186,0.17508773505687714,0.6267954111099243,0.745011568069458,1.2718780040740967,18213.09765625,24204.271484375,6558.00830078125,11.205320358276367,7066.18603515625,2.9205390863485654,-1.1971426531599934,0.9756669881662444,1022.7550369560122,479.7094721780255,0.6803508364225925,0.31910939456971543,0.00047502104742725673,0.0007375974308372754,1.5527678927747486,4.936882227812519,0.9583727160938503,0.2380622552083181,0.9756669881662444
822,0.06450272972385089,0.1495804488658905,0.5457809269428253,0.04990663751959801,0.07270419597625732,0.07089735567569733,0.11806535720825195,0.1630278378725052,0.16322283446788788,0.6020297408103943,0.4850129783153534,0.5503000617027283,27724.30859375,32442.169921875,16897.5078125,18.715381622314453,13596.46484375,2.7608347610497406,2.424714876167534,0.9283832510337193,1029.9546126594587,679.131919050343,0.4701176196491671,0.3099863598720357,0.000400459622313514,0.0005892251708824477,1.4713722384254557,4.863420021857345,0.9723819265509515,0.49516203169832185,0.9283832510337193
823,0.14835159728924432,0.526851236820221,0.8237656354904175,0.047358982264995575,0.3207423686981201,0.07695344090461731,0.19233189523220062,0.7114391922950745,0.24054129421710968,0.5848592519760132,1.26255464553833,0.6238830089569092,61149.6328125,2477.68310546875,17578.498046875,19.36497688293457,12916.51171875,1.2320804802664567,1.6316737180979377,0.33227617582855157,1015.992590997236,536.2063986449624,0.30180968763855304,0.15928490731018513,0.00031553847745668175,0.000606472879296126,1.9220251177746928,13.37543793047892,13.37543793047892,6.546149690467125,0.33227617582855157
824,0.07468871523936589,0.20772552490234375,4.194968859354655,0.07578743994235992,0.0478551983833313,0.10042350739240646,0.19826854765415192,0.1308053582906723,0.26992151141166687,2.5090935230255127,1.4380261898040771,8.637786865234375,32211.33984375,25487.8359375,15231.5849609375,16.760330200195312,12280.607421875,0.40854061462201624,3.014250055990585,0.917701570590504,966.1148298534822,600.8267471962565,0.6801721078002095,0.4229989877344066,0.00033115607472954,0.0007965721458287596,2.405428154924628,4.950405203348102,1.7422771777134436,0.7614066116981629,0.917701570590504
825,0.08329403400421143,0.35466355085372925,0.824183464050293,0.03452001512050629,0.03521573543548584,0.18014635145664215,0.13616035878658295,0.1726023554801941,0.4528830945491791,0.5336887836456299,0.5523389577865601,1.386522650718689,23051.412109375,22592.22265625,2972.02197265625,12.753361701965332,5464.34716796875,2.523720188491953,-2.2184759355741783,0.8151127863424245,908.6566743704509,454.65841536499727,0.30970276964482363,0.15496388729926366,0.00041814563009689407,0.0004337173578090181,1.0372399628055797,4.912746884966996,4.329321328251489,2.461595448068843,0.8151127863424245
826,0.06212918212016424,0.14855219423770905,6.885530332724254,0.08504720032215118,0.05424736440181732,0.0470929816365242,0.19258621335029602,0.12803243100643158,0.11593955755233765,18.793304443359375,1.040220022201538,0.8230665326118469,7862.0673828125,29674.791015625,19220.224609375,25.655664443969727,11481.5615234375,1.0212978675253719,3.0057979206109904,0.5222595874378603,1018.0141246791009,526.09352797002,0.4990751423044253,0.2579141054843805,0.0005802142547250506,0.0007197935513109083,1.2405650937548938,6.6220964955967725,6.6220964955967725,3.4756252615525876,0.5222595874378603
827,0.24433173735936484,0.9948068857192993,1.5596515734990437,0.04720963537693024,0.04631511867046356,0.6394704580307007,0.12758511304855347,0.11802418529987335,1.72674560546875,0.5965100526809692,0.6915862560272217,3.3908584117889404,29397.10546875,30835.509765625,2675.807373046875,16.82400131225586,12081.28515625,0.33674104127841353,-2.5604247515101712,0.9438364778664191,1003.1929512859422,648.6514639130729,0.5961568230245774,0.3854672179274887,0.00036543607499417083,0.00073120241883729,2.000903766408266,4.750327143090217,2.066664479516619,1.1844380970096449,0.9438364778664191
828,0.10316607356071472,0.3326451778411865,0.7070187926292419,0.13282115757465363,0.10909536480903625,0.06758169829845428,0.4200361967086792,0.32670512795448303,0.2045181542634964,0.9225218296051025,0.6585279703140259,0.5400065779685974,6023.3095703125,32394.716796875,25659.5078125,14.579983711242676,9792.6787109375,1.9689316152489795,2.991651358755923,0.3877001532013481,1024.6018238925642,610.5782572209488,0.3071112748272018,0.1830130130400381,0.0003070753078513317,0.0005170097384566219,1.6836578039251808,8.336376425263934,8.336376425263934,3.379466392768286,0.3877001532013481
829,0.04772389431794485,0.22243522107601166,4.09450501203537,0.03345780074596405,0.032064810395240784,0.0776490718126297,0.16842283308506012,0.13769274950027466,0.28378158807754517,8.109407424926758,0.4789441227912903,3.6951634883880615,25233.361328125,28744.646484375,7249.3681640625,8.925284385681152,6518.0810546875,0.6854752236408351,0.9509118472694844,0.774118298484832,1022.0681678119973,498.41543294164046,0.5744330874706502,0.28012448191259154,0.00041048602804282327,0.0007260261302824037,1.7686987636194582,4.855020817718377,4.762439531851722,2.7156409958173446,0.774118298484832
830,0.19511953989664713,0.6178459525108337,1.6885892152786255,0.09503278136253357,0.07263481616973877,0.41769102215766907,0.2824811339378357,0.22628551721572876,0.8731278777122498,1.2617526054382324,1.026650309562683,2.777364730834961,191969.34375,92447.7578125,13242.0595703125,66.3007583618164,52752.78515625,1.4136996376806337,1.1318143914761345,0.15645131145923263,1020.5321834407799,614.719141067636,0.29818113911785377,0.1796098709039222,0.00032681158591118723,0.0007764206101758141,2.375743834206693,38.69270766494492,38.69270766494492,18.706280756726496,0.15645131145923263
831,0.039927128702402115,0.16221602261066437,0.7504946192105612,0.035804085433483124,0.0494779534637928,0.03449934720993042,0.1505792886018753,0.1826564371585846,0.14733350276947021,0.9053394794464111,0.6245656609535217,0.7215787172317505,19764.083984375,20801.76171875,17305.07421875,8.813212394714355,6052.248046875,2.4711732810114113,3.037200739261661,0.7835611724672865,1029.6379207739888,494.85751942474536,0.36275077752369916,0.17434279207571923,0.00044962548122720933,0.0007137495734763755,1.5874313251292276,4.912211315105376,3.471343602580813,1.4452786942484512,0.7835611724672865
832,0.028302251050869625,0.08728986978530884,0.5549536546071371,0.033590175211429596,0.022276069968938828,0.029040507972240448,0.09705324470996857,0.06959747523069382,0.09186294674873352,0.5275530219078064,0.4945836067199707,0.642724335193634,26743.69921875,27893.5234375,13422.6572265625,13.098060607910156,9933.86328125,0.3473529317595361,2.0539267697747308,0.9402770946067982,1035.9475120840873,611.4408924300619,0.3811033114795579,0.2249362503031896,0.00039124528248193327,0.0006896403176101884,1.76268021236022,4.93115131174736,1.1536749617877955,0.5117315556732883,0.9402770946067982
833,0.13617918888727823,0.3273172378540039,1.6742598215738933,0.09084467589855194,0.24221676588058472,0.07547612488269806,0.19659198820590973,0.48985588550567627,0.17364537715911865,1.5240917205810547,2.1540660858154297,1.3446216583251953,24286.869140625,8659.638671875,24114.427734375,24.39729118347168,11242.8173828125,1.3448834391940467,-1.0127765319288966,0.22399614649749836,964.3654119526262,434.6131033765453,0.44715560145480326,0.2015207941219946,0.0003946584358458995,0.0007213921735479427,1.8278899119481167,13.08697869373017,13.08697869373017,5.768086748735155,0.22399614649749836
834,0.14707773178815842,0.4072597622871399,9.765049358208975,0.14501813054084778,0.06879673153162003,0.22741833329200745,0.33723098039627075,0.221714586019516,0.5803665518760681,1.1091203689575195,0.5269853472709656,27.659042358398438,11095.259765625,19729.509765625,742.4591674804688,16.383529663085938,5999.533203125,0.040898777244076596,-0.4199401036231598,0.9991637615850812,1031.1359716669933,374.57006748635376,0.3788874521164365,0.13763451417522604,0.0003677541739927038,0.0007641817529113569,2.077968944892297,4.822071856453445,0.1748198087846043,0.07920225716746108,0.9991637615850812
835,0.03160148113965988,0.09195523709058762,0.5182898938655853,0.033315837383270264,0.033530186861753464,0.027958419173955917,0.09098950028419495,0.09802879393100739,0.08652476221323013,0.35345783829689026,0.5973572731018066,0.6040545701980591,24613.83203125,20844.201171875,23990.779296875,15.22375202178955,10698.4658203125,0.6600850452349484,2.149396763894483,0.7899400859738158,989.9772034029206,585.9141246267179,0.29507857362290635,0.17464109634653802,0.00037732738734817025,0.0004621510647568142,1.224801274046866,4.697115439440926,2.538489445215233,1.1064561467448777,0.7899400859738158
836,0.08607614785432816,0.19501708447933197,0.9434077938397726,0.07484876364469528,0.08318819850683212,0.10019148141145706,0.16762210428714752,0.1800297051668167,0.2323579043149948,0.5292906761169434,0.7827512621879578,1.5181814432144165,38722.7109375,31849.4296875,7847.68359375,35.705413818359375,16427.474609375,0.9516301330133069,-2.147583366623501,0.5803563417204005,995.8764364034012,512.8170385306886,0.38564213675435477,0.19858272700701446,0.00041703697116978063,0.0006672434042977152,1.5999622345858457,9.044616308066498,9.044616308066498,5.243187380210197,0.5803563417204005
837,0.1088448924322923,0.30866166949272156,0.6950786014397939,0.22687408328056335,0.05078621208667755,0.048874381929636,0.48614662885665894,0.12528002262115479,0.12127247452735901,1.1062148809432983,0.5206208229064941,0.45840010046958923,8480.13671875,35758.62109375,30437.50390625,28.85443878173828,14529.9794921875,1.2756702777514806,2.6548305104102887,0.29086045180841147,1038.007527284202,522.8782993592263,0.5183045779391257,0.26108694700121393,0.0004771589119506979,0.0005904722162177699,1.2374749825039002,12.520706351111434,12.520706351111434,4.771704371330823,0.29086045180841147
838,0.06401607270042102,0.1411217749118805,0.518540233373642,0.07232454419136047,0.07075455784797668,0.04896911606192589,0.15024283528327942,0.15732185542583466,0.11065728217363358,0.40786150097846985,0.6080087423324585,0.5397504568099976,34031.67578125,13332.9853515625,20154.892578125,20.111141204833984,13728.5751953125,0.8751115746794008,-1.4651621788400113,0.6409112157534589,965.7774678412518,602.990205632756,0.4316388977738838,0.26949689384403047,0.0005806901800982354,0.0007873509162868856,1.3558881194679224,5.23254269510198,5.23254269510198,2.1056600919794404,0.6409112157534589
839,0.06890896459420522,0.22226940095424652,1.2140000462532043,0.02499418705701828,0.03198312968015671,0.14974957704544067,0.06945136189460754,0.08029846101999283,0.37827301025390625,1.5234403610229492,0.3439485430717468,1.774611234664917,29987.23828125,30565.166015625,886.0809936523438,17.952131271362305,11863.05078125,3.101535096253585,0.2333794958022346,0.9991978033263281,1036.4853690372063,657.7987762300925,0.35265107058068595,0.22380773486430194,0.0003405105404858254,0.000601396214871594,1.7661603485564599,4.641595284123906,0.18076865590322747,0.1218677779524722,0.9991978033263281
840,0.13010540728767714,0.3945467472076416,1.3450385729471843,0.06003444269299507,0.03708653151988983,0.2931952476501465,0.15140743553638458,0.0874444767832756,0.6532379388809204,1.1051137447357178,0.4916715621948242,2.4383304119110107,17051.576171875,20515.806640625,895.4103393554688,21.76959800720215,8112.23828125,0.0831099342587123,-2.8599654124094567,0.9965483568834793,952.5268973561488,474.6902595351861,0.29121928313409484,0.14512866510780215,0.0003067923336719752,0.0005338186136095519,1.739999846868126,4.905806951333921,0.48331255552171926,0.2660593407751898,0.9965483568834793
841,0.07699908564488094,0.3132733404636383,2.354283650716146,0.07547430694103241,0.03893614560365677,0.11658680438995361,0.2502405345439911,0.1624903678894043,0.45322808623313904,0.60760897397995,0.6405523419380188,5.814689636230469,19200.181640625,29975.8828125,3017.361572265625,8.843096733093262,6608.9580078125,0.29042525202567737,0.8506515827525347,0.958122187109322,1046.4951874583485,591.372027838819,0.4667998427700669,0.2637875194478747,0.000465556686393636,0.0007464439086497626,1.6033362433949272,4.910139761294513,1.7750886254346814,0.9486675924836607,0.958122187109322
842,0.12414040416479111,0.33260324597358704,3.259989341100057,0.12100021541118622,0.09097938984632492,0.16044160723686218,0.3125004172325134,0.25095444917678833,0.39984065294265747,1.4874788522720337,6.659834861755371,1.6326543092727661,63042.65234375,35133.296875,6413.57861328125,28.240066528320312,19287.48828125,2.1758018594006017,1.1235533247391158,0.568766626829993,982.1739206189739,571.2901334675676,0.552769772590938,0.32152341915299415,0.0006302314826586858,0.0007589024919161922,1.2041646804356658,9.045314729568286,9.045314729568286,5.4756701256187155,0.568766626829993
843,0.07741518567005794,0.17196615040302277,0.8809149861335754,0.11708274483680725,0.04508142173290253,0.07008139044046402,0.23515944182872772,0.09943792968988419,0.15118764340877533,0.8986729383468628,1.0728733539581299,0.6711986660957336,13532.23046875,23352.306640625,12425.9970703125,24.0007381439209,10587.513671875,2.551044997054188,-0.23217210630542517,0.8306358597539881,1004.5728472668094,513.7035515355309,0.3803485139915187,0.19449697748680153,0.00033017485345368584,0.0006987154559012536,2.1161982767390355,4.957049660852853,2.9900609012529937,1.3924160861159485,0.8306358597539881
844,0.10340749099850655,0.4152824282646179,1.5374215046564739,0.039252545684576035,0.03934797644615173,0.23162195086479187,0.23773398995399475,0.2311462014913559,0.44904381036758423,2.0813510417938232,1.3610916137695312,1.169821858406067,31697.36328125,32305.40234375,4016.82763671875,10.95447826385498,5829.6630859375,0.7770106116392652,0.8065054434858063,0.7130127336743797,1045.7288734943713,558.3648331798462,0.4935043790945684,0.26350567273319664,0.00033119368551340805,0.0007797804861009356,2.3544545690602154,6.582027043550108,6.582027043550108,3.4587368115813204,0.7130127336743797
845,0.07702556997537613,0.3478897213935852,1.2244508067766826,0.02992604672908783,0.029426075518131256,0.1717245876789093,0.12083303183317184,0.10339182615280151,0.5772498846054077,1.3149735927581787,0.5476850867271423,1.8106937408447266,22506.34765625,24944.91015625,1774.8270263671875,10.142823219299316,6781.525390625,2.836724521164137,-2.576197746967305,0.9538865432069695,1033.253599793504,541.5279028850798,0.5092675458968886,0.266906968620374,0.000496607538415689,0.0007934503449206697,1.5977412414076289,4.839019821968965,1.8738666650807523,1.1433954635098158,0.9538865432069695
846,0.21245688945055008,0.7033250331878662,3.0234468181928,0.07018047571182251,0.05115839093923569,0.516031801700592,0.16604933142662048,0.1259341686964035,1.1391868591308594,1.110541820526123,0.5720775723457336,7.387721061706543,27997.28515625,34512.6484375,3902.202392578125,20.803377151489258,13271.71875,0.7628823760270796,-2.370172978805967,0.7228472718326941,1033.6853037441392,545.8102802281535,0.35860917160504013,0.1893541213531476,0.0003360754363037056,0.0007002907339311568,2.0837307886385252,5.468443510086476,5.468443510086476,2.9777219092017466,0.7228472718326941
847,0.06098691622416178,0.14765125513076782,2.1804438829421997,0.09716802835464478,0.04682573676109314,0.038966983556747437,0.21820899844169617,0.10599939525127411,0.0870266854763031,5.538112640380859,0.5832487940788269,0.41997021436691284,10888.08984375,17108.2109375,23688.921875,20.59758758544922,10045.2939453125,0.916330359141959,2.589471852212646,0.6087356432399409,1029.9466835451285,472.33641591192327,0.4615424019126603,0.21166463021214654,0.0004847769540621933,0.0006634047000403124,1.3684740878899175,4.99476151800207,3.6319625756822878,1.5251160040839529,0.6087356432399409
848,0.03580980747938156,0.16877101361751556,1.1317726572354634,0.031160347163677216,0.03255372494459152,0.043715350329875946,0.13875415921211243,0.1521458923816681,0.21133220195770264,1.2398185729980469,0.9622510075569153,1.1932483911514282,46531.66015625,22320.404296875,15064.982421875,11.998501777648926,8729.93359375,1.0554284846593631,1.2895630812594652,0.4928549460404866,907.9304870378547,523.8475580703985,0.3681493672529046,0.21241069640671256,0.0003734946577637208,0.0007333022916912498,1.9633541643724113,9.201377391156937,9.201377391156937,5.1569400392675835,0.4928549460404866
849,0.02767717031141122,0.08708350360393524,0.6043296655019125,0.021420102566480637,0.03316815197467804,0.02844325639307499,0.06632892787456512,0.09800031781196594,0.09303584694862366,0.4844127297401428,0.5514809489250183,0.7770953178405762,23575.6015625,21339.29296875,24341.431640625,14.815009117126465,9868.6748046875,0.654239558613277,2.4664808877330975,0.7935109286584078,1045.9006049310665,609.6602988868357,0.6217285527178749,0.36240844826879265,0.0003311459194578089,0.0007491305117131397,2.262236880163598,4.973272068248496,2.649370120718089,0.7113702953042742,0.7935109286584078
